Crop,Season,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Wheat,Rabi       ,0,,1,0,1,0.43520940095525373,0.2850465798876978
Cotton(lint),Kharif     ,1,,1,2,2,0.3270591895424836,0.25928407350689125
Groundnut,Kharif     ,2,,2,2,0,0.4396760515334338,0.25405181214905564
Rice,Kharif     ,0,,2,1,0,0.3772498051784816,0.23229326186830015
Sugarcane,Whole Year ,3,,2,2,1,0.3365066762192055,0.3145259060745278
Wheat,Rabi       ,0,,0,1,2,0.4224540384615384,0.23660030627871362
Banana,Kharif     ,3,,2,1,2,0.32095621493212656,0.21315084226646247
Cotton(lint),Kharif     ,1,,0,1,0,0.42394550326797376,0.36525172281776414
Groundnut,Kharif     ,0,,1,1,1,0.39185968728004017,0.2973774885145482
Groundnut,Rabi       ,0,,1,0,1,0.33084529738562085,0.3048430321592649
Onion,Kharif     ,3,,2,1,0,0.4156838725490195,0.29875414752424706
Onion,Rabi       ,0,,2,1,1,0.4170379381598792,0.29769652884124553
Potato,Kharif     ,2,,2,2,2,0.46311108144796376,0.24085949464012252
Potato,Rabi       ,2,,0,2,1,0.44867875917546496,0.30463565594691167
Ragi,Kharif     ,2,,2,1,2,0.41286631623931624,0.25756125574272587
Ragi,Rabi       ,2,,0,1,2,0.29077996857717436,0.2829728177641654
Rice,Kharif     ,0,,2,2,1,0.5604766455505278,0.34981495661051554
Rice,Rabi       ,0,,2,1,2,0.26996358396178977,0.4541507146503318
Sugarcane,Kharif     ,3,,2,0,0,0.4474054680744092,0.4006157478305257
Wheat,Rabi       ,2,,1,0,1,0.4083421681749623,0.190802067381317
Cotton(lint),Kharif     ,1,,2,2,2,0.2872693031674207,0.31725370086778965
Groundnut,Kharif     ,2,,1,1,1,0.366442865258924,0.2921452271567126
Groundnut,Rabi       ,2,,2,1,1,0.3698778617395676,0.3592075038284839
Rice,Autumn     ,0,,1,2,1,0.4742772285067872,0.16360387953037264
Rice,Kharif     ,0,,0,0,1,0.3220228079436903,0.23400012761613068
Rice,Summer     ,0,,0,1,0,0.3560624680744092,0.26828101071975496
Rice,Winter     ,0,,1,0,2,0.19964281498240316,0.22034520163348645
Sugarcane,Whole Year ,3,,1,1,2,0.5066437501256912,0.23693529862174575
Wheat,Rabi       ,0,,1,0,1,0.29508786500754147,0.18265058703420112
Banana,Summer     ,2,,0,0,1,0.4004709047259929,0.2144589076059214
Cotton(lint),Kharif     ,1,,0,0,1,0.36816934414278524,0.17564765186319553
Groundnut,Kharif     ,0,,0,1,2,0.36842627199597777,0.274996809596733
Onion,Rabi       ,0,,2,2,1,0.43689255781799896,0.11070539816232772
Onion,Summer     ,0,,1,1,2,0.5018548863750627,0.25615747830525776
Potato,Rabi       ,3,,0,2,0,0.39478333358471585,0.2008358856559469
Rice,Kharif     ,0,,0,0,1,0.42521955882352935,0.39345488769780496
Rice,Summer     ,0,,0,0,2,0.4006202767722473,0.27016334864726904
Sugarcane,Kharif     ,0,,2,0,1,0.4525539032176973,0.2014739663093415
Wheat,Rabi       ,3,,1,2,0,0.34090625590749113,0.11191934660541092
Groundnut,Kharif     ,3,,0,0,0,0.45691733685268976,0.22840096988259315
Onion,Whole Year ,0,,1,0,2,0.45956509803921564,0.2636868300153139
Potato,Kharif     ,0,,1,2,2,0.45745628531925575,0.16944231750893313
Potato,Rabi       ,0,,1,2,1,0.3260320864756159,0.2462831801939765
Ragi,Kharif     ,2,,1,2,1,0.36312184766214173,0.2381955079122001
Rice,Kharif     ,0,,1,1,2,0.39387634414278516,0.23704696273608983
Rice,Summer     ,0,,2,2,1,0.27243524057315227,0.1954281521184278
Sugarcane,Whole Year ,3,,2,0,1,0.4960975520361991,0.2049674578866769
Wheat,Rabi       ,2,,1,1,2,0.3748911613876319,0.14840160796324656
Onion,Rabi       ,3,,2,0,2,0.39722935294117645,0.24267802450229708
Potato,Rabi       ,2,,2,2,0,0.3323023298139768,0.29343734047983666
Potato,Winter     ,2,,2,0,1,0.27575081246857713,0.34663731495661054
Ragi,Autumn     ,0,,1,0,1,0.33026421166415276,0.243156584992343
Rice,Autumn     ,0,,1,2,2,0.39234822926093504,0.2934851965288412
Rice,Winter     ,0,,2,0,0,0.4266034801407742,0.25354134762633995
Wheat,Rabi       ,3,,2,2,1,0.38801846706887877,0.2143312914752425
Cotton(lint),Kharif     ,1,,1,1,2,0.4019651093514328,0.2678662582950485
Groundnut,Autumn     ,0,,1,2,2,0.35040022322775255,0.1954122001020929
Groundnut,Rabi       ,2,,2,1,2,0.41324147058823524,0.20452080142930068
Groundnut,Summer     ,2,,2,1,0,0.4876445098039215,0.21595839714139864
Potato,Rabi       ,3,,1,1,1,0.4289685351935646,0.27448634507401737
Potato,Summer     ,2,,1,2,0,0.4368684177978883,0.2933735324144972
Ragi,Autumn     ,0,,0,0,2,0.39799017596782305,0.1954600561510975
Rice,Autumn     ,0,,0,1,0,0.26245688260432376,0.23849859622256253
Rice,Summer     ,0,,2,1,1,0.29703369557566617,0.2311447166921899
Rice,Winter     ,0,,1,2,1,0.4101213524384112,0.2916347626339969
Sugarcane,Whole Year ,2,,0,1,0,0.3749920271493212,0.22967713118938232
Wheat,Rabi       ,3,,2,0,2,0.4089876485671191,0.28488705972434913
Groundnut,Kharif     ,2,,0,2,1,0.5022440987933634,0.30390186319550794
Potato,Whole Year ,3,,1,0,1,0.43057083961789844,0.28125
Rice,Kharif     ,0,,1,0,0,0.4707556214177978,0.18335247575293517
Sugarcane,Whole Year ,0,,0,2,1,0.382957369783811,0.2480698060234814
Wheat,Rabi       ,0,,2,2,2,0.31494099974861733,0.21211396120469628
Groundnut,Kharif     ,2,,1,1,0,0.3714530296631472,0.21390058703420112
Onion,Rabi       ,0,,0,0,0,0.31512681146304666,0.24395418580908623
Potato,Rabi       ,3,,1,1,1,0.4933354668174962,0.19798047473200614
Potato,Winter     ,2,,1,0,2,0.4354241636500753,0.22390250127616132
Ragi,Kharif     ,3,,1,0,0,0.4150713295625942,0.19561957631444613
Rice,Autumn     ,0,,2,0,2,0.4690253798391151,0.22149374680959671
Rice,Summer     ,0,,1,0,0,0.2234748808446455,0.2635432618683002
Rice,Winter     ,0,,2,2,0,0.42017128833584716,0.19911306789178151
Sugarcane,Whole Year ,0,,0,2,2,0.2769749283559577,0.2425823124042879
Wheat,Rabi       ,2,,1,1,0,0.37526980643539454,0.234909392547218
Cotton(lint),Whole Year ,1,,2,1,1,0.3523096334841628,0.22131827462991321
Groundnut,Kharif     ,3,,1,0,2,0.4257217154348919,0.23685553854007144
Onion,Whole Year ,2,,1,2,2,0.393025688034188,0.314031393568147
Potato,Kharif     ,0,,1,2,1,0.47725871091000494,0.24625127616130676
Potato,Rabi       ,2,,1,2,2,0.33042505077928597,0.2715671260847371
Ragi,Kharif     ,2,,0,1,0,0.42929470010055293,0.3070125063808065
Rice,Kharif     ,0,,1,0,0,0.3880510218702865,0.28633869321082184
Sugarcane,Whole Year ,3,,0,0,1,0.25249193539467063,0.20893950995405816
Wheat,Rabi       ,2,,0,2,2,0.3065397340372046,0.21029543134252168
Banana,Whole Year ,2,,1,2,2,0.36451397435897437,0.15492598264420623
Cotton(lint),Kharif     ,1,,1,0,0,0.4597002853192559,0.2345903522205207
Groundnut,Kharif     ,3,,2,0,1,0.4107885663650075,0.2378286115364982
Groundnut,Summer     ,3,,0,1,0,0.28777017420814477,0.2413699591628382
Onion,Rabi       ,2,,2,1,0,0.36523507591754645,0.2450708269525268
Onion,Summer     ,0,,0,1,0,0.527989425590749,0.36678471158754467
Potato,Whole Year ,0,,1,0,1,0.3842048768225239,0.2655213118938234
Ragi,Kharif     ,0,,0,0,1,0.35113180668677724,0.24052450229709033
Rice,Kharif     ,0,,1,0,2,0.4129014308697838,0.26526607963246557
Rice,Summer     ,0,,0,2,1,0.433388115635998,0.2347179683511996
Sugarcane,Whole Year ,0,,1,2,1,0.3414151573655102,0.214267483409903
Wheat,Rabi       ,2,,1,2,1,0.4137185600804424,0.21758550280755487
Cotton(lint),Kharif     ,1,,2,1,1,0.35101386400201096,0.21259252169474221
Groundnut,Kharif     ,0,,1,0,0,0.43006492735042723,0.2521375701888719
Onion,Whole Year ,3,,0,2,1,0.3886143657616893,0.26875
Potato,Whole Year ,0,,0,2,0,0.4121644917043741,0.327705461970393
Rice,Kharif     ,0,,0,0,1,0.3185633323278029,0.15237844563552833
Sugarcane,Whole Year ,0,,1,2,1,0.3138798604826546,0.3397013782542114
Wheat,Rabi       ,3,,1,2,0,0.44712146581196577,0.32746139612046965
Groundnut,Kharif     ,0,,1,0,1,0.36982933283056807,0.4149980857580398
Onion,Rabi       ,0,,1,0,1,0.3973128262946204,0.3009666921898928
Potato,Kharif     ,3,,2,0,2,0.3527102493715435,0.1423238897396631
Potato,Rabi       ,2,,2,0,0,0.4435942765208647,0.37101518631955077
Ragi,Kharif     ,3,,1,1,0,0.32997913675213664,0.29095839714139865
Rice,Kharif     ,0,,1,0,2,0.36559065560583204,0.3800488131699847
Sugarcane,Whole Year ,2,,1,2,1,0.43509246958270487,0.3882656967840735
Wheat,Rabi       ,2,,1,2,0,0.4642760960281549,0.3216277437468096
Groundnut,Kharif     ,0,,1,0,2,0.33631780115636,0.43551716436957627
Ragi,Kharif     ,0,,1,2,2,0.5236061324786324,0.15515728688106178
Rice,Kharif     ,0,,2,2,0,0.39944004725992954,0.23134411689637568
Wheat,Rabi       ,0,,1,2,1,0.29716478657616885,0.08786849157733538
Banana,Whole Year ,3,,2,1,1,0.40364897310206127,0.18028809341500765
Cotton(lint),Kharif     ,1,,0,1,2,0.3469331915535445,0.37962767993874424
Groundnut,Kharif     ,2,,0,1,0,0.40855217345399697,0.19056916794282797
Groundnut,Summer     ,3,,1,0,1,0.3725849989944695,0.3537407478305258
Onion,Whole Year ,0,,1,2,2,0.3814183275515334,0.2621315084226646
Potato,Whole Year ,0,,1,0,0,0.3070693783308195,0.07124170495150586
Rice,Kharif     ,0,,1,0,2,0.450482244595274,0.2343175727411945
Rice,Summer     ,0,,0,1,1,0.2886279009552539,0.21336619448698313
Sugarcane,Whole Year ,0,,0,0,0,0.29219973127199594,0.08832152884124554
Wheat,Rabi       ,0,,2,2,1,0.40352139391654096,0.21674961715160795
Cotton(lint),Kharif     ,1,,1,1,1,0.4966951417797888,0.3982133741704951
Groundnut,Kharif     ,3,,2,2,1,0.3492262621920563,0.16388463501786626
Groundnut,Summer     ,3,,1,2,0,0.4286806679235796,0.18317540837161816
Ragi,Kharif     ,2,,1,2,0,0.45676270814479636,0.4530340735068913
Rice,Kharif     ,0,,0,2,2,0.43725624208144787,0.15647651863195508
Rice,Summer     ,0,,1,0,1,0.35234728833584716,0.1642770546197039
Sugarcane,Whole Year ,3,,1,0,1,0.29353594394167926,0.294038731495661
Wheat,Rabi       ,3,,1,2,2,0.20933527652086475,0.21384475497702907
Banana,Whole Year ,3,,2,2,1,0.3559949346405228,0.22638782542113323
Groundnut,Kharif     ,2,,0,2,0,0.46466219482151827,0.2022651863195508
Potato,Whole Year ,3,,0,2,0,0.29103826168929103,0.22899119448698313
Rice,Kharif     ,0,,2,1,2,0.4286231659125188,0.33876659009698823
Sugarcane,Whole Year ,3,,1,0,1,0.3041614482151834,0.11486568402246043
Wheat,Rabi       ,2,,2,0,0,0.3838164336349924,0.40136070699336396
Cotton(lint),Kharif     ,1,,2,2,0,0.4291949431875314,0.2663667687595712
Onion,Rabi       ,3,,0,0,1,0.3260812893413776,0.3642371745788668
Potato,Kharif     ,2,,0,1,2,0.38867405832076407,0.10615109749872384
Potato,Rabi       ,3,,2,0,0,0.34451297109100054,0.39588437978560487
Rice,Autumn     ,0,,0,1,2,0.42899562543991954,0.2673829122001021
Rice,Kharif     ,0,,2,0,0,0.39356338637506283,0.108666730474732
Rice,Rabi       ,0,,1,1,0,0.3800785072900955,0.09326346350178663
Sugarcane,Whole Year ,2,,0,1,2,0.4933396148818502,0.4564398289943849
Cotton(lint),Kharif     ,1,,1,2,2,0.425764666415284,0.4602061000510464
Groundnut,Kharif     ,0,,0,1,1,0.3237542584213172,0.3802960694231751
Potato,Rabi       ,0,,0,0,0,0.3693415862242333,0.38184501020929046
Ragi,Kharif     ,3,,0,1,2,0.3700931030668677,0.35624361919346603
Rice,Kharif     ,0,,0,0,0,0.3818742765208647,0.3925312659520163
Rice,Rabi       ,0,,0,2,2,0.5662023084464554,0.1989758805513017
Sugarcane,Kharif     ,2,,2,1,1,0.4037847078934137,0.09853241449719245
Wheat,Rabi       ,2,,0,0,0,0.22227984640522874,0.31953802960694233
Cotton(lint),Kharif     ,1,,0,2,2,0.3348819276018099,0.24715096988259316
Groundnut,Kharif     ,0,,2,0,1,0.23008757516339867,0.2736903394589076
Rice,Kharif     ,0,,0,0,2,0.35094533006535944,0.43358218478815724
Sugarcane,Whole Year ,3,,1,0,0,0.22594442709904472,0.13325197805002553
Wheat,Rabi       ,0,,1,1,2,0.3100861887883358,0.3383709800918836
Banana,Kharif     ,2,,0,2,1,0.26113211186525886,0.08615364982133741
Cotton(lint),Kharif     ,1,,2,1,2,0.40478834917043727,0.4263288029606942
Groundnut,Kharif     ,2,,2,0,2,0.37585766943187526,0.11933543899948953
Groundnut,Rabi       ,3,,1,2,1,0.3986648295625942,0.07961332312404287
Onion,Kharif     ,3,,0,2,1,0.3679322732528908,0.3224524629913221
Onion,Rabi       ,0,,1,0,0,0.2706663335847158,0.3422935809086269
Potato,Kharif     ,3,,2,2,1,0.41454409527400704,0.4674243874425727
Potato,Rabi       ,3,,2,2,0,0.5207811382604323,0.28696560745278205
Ragi,Kharif     ,3,,2,1,2,0.40667767068878824,0.21030021694742215
Ragi,Rabi       ,2,,0,2,2,0.3436959829059829,0.19036976773864217
Rice,Kharif     ,0,,1,2,1,0.2681196196581196,0.08389643950995407
Rice,Rabi       ,0,,1,1,0,0.30733532151835086,0.4120581291475242
Sugarcane,Kharif     ,3,,1,1,0,0.40998288009049766,0.10212161817253701
Wheat,Kharif     ,3,,0,1,1,0.4567459547511311,0.3137522332822869
Wheat,Rabi       ,0,,0,1,1,0.3954901588738059,0.28295367534456356
Cotton(lint),Kharif     ,1,,2,2,2,0.4361403185017596,0.26369640122511484
Groundnut,Kharif     ,2,,2,0,0,0.42918639341377574,0.15872096733027052
Groundnut,Rabi       ,3,,2,1,0,0.4140171737053795,0.35150427514037774
Rice,Autumn     ,0,,2,1,2,0.3261583511814983,0.14356495661051558
Rice,Kharif     ,0,,1,0,1,0.3889333971845148,0.4184501020929045
Rice,Summer     ,0,,1,0,1,0.31183676696832574,0.10455908626850434
Rice,Winter     ,0,,1,0,2,0.3771313941679235,0.09187085247575294
Sugarcane,Whole Year ,3,,2,0,1,0.4007689942182,0.08374489535477284
Wheat,Rabi       ,0,,2,0,2,0.5024221070889894,0.3474492725880551
Banana,Summer     ,2,,1,0,0,0.27704384313725483,0.2449065211842777
Cotton(lint),Kharif     ,1,,1,0,1,0.41212978607340367,0.2062850944359367
Groundnut,Kharif     ,3,,0,2,1,0.4875241269482151,0.3940802067381317
Onion,Rabi       ,3,,2,1,1,0.43304533182503757,0.275587034201123
Onion,Summer     ,2,,1,2,2,0.43863339190548,0.16452112046962739
Potato,Rabi       ,3,,0,1,2,0.42013787606837594,0.23974923430321593
Rice,Kharif     ,0,,1,0,2,0.47373060507792863,0.3649055640632976
Rice,Summer     ,0,,2,2,0,0.29380506535947715,0.16157318785094438
Sugarcane,Kharif     ,2,,0,0,2,0.2712976370035194,0.4327893695763144
Wheat,Rabi       ,0,,1,1,1,0.37533930568124674,0.46664114344053087
Groundnut,Kharif     ,0,,2,0,0,0.2128334260935143,0.14657510209290453
Onion,Whole Year ,0,,0,1,0,0.4686258775766716,0.16655978815722308
Potato,Kharif     ,0,,2,2,1,0.4678769630467571,0.09661179173047474
Potato,Rabi       ,0,,0,0,0,0.34313595600804425,0.3193944614599285
Ragi,Kharif     ,0,,1,0,2,0.3478554100050276,0.11235483665135274
Rice,Kharif     ,0,,0,1,2,0.37036092433383605,0.326472371107708
Rice,Summer     ,0,,0,2,1,0.3797401194067369,0.18071401225114855
Sugarcane,Whole Year ,3,,0,2,2,0.3854077868275515,0.09895035732516591
Wheat,Rabi       ,3,,1,1,0,0.41791594570135737,0.07247001020929046
Cotton(lint),Kharif     ,1,,0,1,0,0.36279841478129704,0.347521056661562
Groundnut,Autumn     ,2,,0,1,2,0.4469477101558572,0.12252584226646249
Groundnut,Rabi       ,2,,2,0,2,0.40944804751131214,0.24482835630423683
Groundnut,Summer     ,2,,0,2,1,0.3300429778783307,0.10401352730985197
Potato,Rabi       ,0,,2,0,1,0.47650422322775265,0.2905994767738642
Potato,Summer     ,3,,1,2,0,0.273384339869281,0.1253190403266973
Ragi,Autumn     ,2,,2,2,1,0.36886632905982897,0.3659552067381317
Rice,Autumn     ,0,,2,0,2,0.448736857717446,0.0799531010719755
Rice,Summer     ,0,,1,2,2,0.32128659351432876,0.4111727922409393
Rice,Winter     ,0,,1,2,0,0.3991620648567118,0.3157414497192445
Sugarcane,Whole Year ,0,,2,1,0,0.41679283031674197,0.2419681597753956
Wheat,Rabi       ,2,,1,2,2,0.31092077425842124,0.46326729198570693
Groundnut,Kharif     ,2,,0,1,1,0.37035110206133726,0.14132210311383359
Potato,Whole Year ,2,,0,2,2,0.36401429135243835,0.4322661434405309
Rice,Kharif     ,0,,0,1,1,0.33420780392156857,0.45599317253700866
Sugarcane,Whole Year ,3,,2,0,0,0.5493972991452991,0.110083269525268
Wheat,Rabi       ,0,,2,0,2,0.31826749472096527,0.07360419857069934
Groundnut,Kharif     ,2,,0,1,0,0.4516035917546505,0.31709099030117405
Onion,Rabi       ,0,,1,2,1,0.3461939906988435,0.41956993363961204
Potato,Rabi       ,2,,1,0,2,0.2938685628456511,0.408483282286881
Potato,Winter     ,0,,1,1,0,0.383570707139266,0.21592489790709546
Ragi,Kharif     ,0,,2,2,2,0.42476822900955247,0.13479932363450742
Rice,Autumn     ,0,,1,2,1,0.44523702187028646,0.37156074527820315
Rice,Summer     ,0,,1,0,0,0.49363487506284554,0.34420463246554367
Rice,Winter     ,0,,1,0,2,0.5979320982905982,0.46075484941296574
Sugarcane,Whole Year ,2,,1,2,0,0.39470946732026146,0.07364088820826953
Wheat,Rabi       ,2,,2,2,2,0.3258100422322775,0.12115237366003062
Cotton(lint),Whole Year ,1,,1,2,2,0.40997041176470583,0.3651400587034201
Groundnut,Kharif     ,0,,0,1,0,0.3557406020613373,0.25374234303215926
Onion,Whole Year ,2,,0,0,2,0.44564852664655596,0.4355825676365493
Potato,Kharif     ,3,,0,2,1,0.2779916317244846,0.2779287901990811
Potato,Rabi       ,0,,2,0,2,0.5544244250879838,0.1701059213884635
Ragi,Kharif     ,2,,0,0,2,0.4403756732026144,0.15674451250638083
Rice,Kharif     ,0,,1,2,0,0.24881819884363998,0.4522747575293517
Sugarcane,Whole Year ,2,,2,0,0,0.322345733785822,0.3685553854007146
Wheat,Rabi       ,3,,1,0,1,0.4373615668677727,0.2521710694231751
Banana,Whole Year ,2,,2,0,0,0.4645307232277526,0.294458269525268
Cotton(lint),Kharif     ,1,,2,0,0,0.2798714710910004,0.3170638718734048
Groundnut,Kharif     ,0,,0,0,2,0.42958968200100556,0.41860802705461964
Groundnut,Summer     ,2,,1,2,1,0.2289587828054298,0.16793166156202144
Onion,Rabi       ,3,,0,2,0,0.36907974861739556,0.24466405053598772
Onion,Summer     ,0,,2,2,1,0.459681762946204,0.10063808065339458
Potato,Whole Year ,3,,2,1,0,0.33422455530417294,0.13961523736600306
Ragi,Kharif     ,0,,1,1,0,0.2621727777777777,0.16287646758550278
Rice,Kharif     ,0,,2,2,2,0.38684375037707386,0.0960247575293517
Rice,Summer     ,0,,2,0,2,0.3302122523881347,0.3025698698315467
Sugarcane,Whole Year ,2,,2,1,1,0.423295,0.07534137314956611
Wheat,Rabi       ,2,,0,1,0,0.30905029411764706,0.11558990556406329
Cotton(lint),Kharif     ,1,,1,1,0,0.3175487513826043,0.08213214650331802
Groundnut,Kharif     ,0,,1,2,1,0.22340354550025132,0.22651544155181214
Onion,Whole Year ,2,,2,1,1,0.38863333660130717,0.12781393568147012
Potato,Whole Year ,2,,0,2,2,0.3636823828557063,0.16946305513016846
Rice,Kharif     ,0,,0,0,1,0.2861952234791352,0.43980187595712095
Sugarcane,Whole Year ,3,,1,0,0,0.3904322810457517,0.08834386166411434
Wheat,Rabi       ,2,,2,0,0,0.45327327551533425,0.27473360132720775
Cotton(lint),Kharif     ,1,,2,1,0,0.3595599841628958,0.3518919091373149
Groundnut,Kharif     ,2,,0,2,2,0.3960407453494218,0.3884124553343542
Onion,Rabi       ,0,,0,2,0,0.3964287016088486,0.27493300153139355
Potato,Kharif     ,2,,2,1,0,0.28499272297637,0.15279957886676876
Potato,Rabi       ,0,,0,2,2,0.5309139632981397,0.46196720265441554
Ragi,Kharif     ,0,,1,2,1,0.34030795651080936,0.3543485196528841
Rice,Kharif     ,0,,0,2,2,0.42529785344394155,0.435552258805513
Sugarcane,Whole Year ,2,,1,1,2,0.4338271953242835,0.15785477284328736
Wheat,Rabi       ,0,,2,0,1,0.3652894575163398,0.2852443848902501
Groundnut,Kharif     ,3,,0,1,0,0.42157830769230764,0.2960710183767228
Ragi,Kharif     ,0,,1,1,2,0.3943553964303669,0.10532159264931086
Rice,Kharif     ,0,,1,0,1,0.2689060012569129,0.46611313169984686
Wheat,Rabi       ,3,,2,1,2,0.35075872046254397,0.29982612302194994
Banana,Whole Year ,2,,1,2,2,0.32962160105580685,0.39733601327207757
Cotton(lint),Kharif     ,1,,2,2,2,0.3409945922574157,0.4117311128126595
Groundnut,Kharif     ,2,,0,1,1,0.2774758790849673,0.3156505232261358
Onion,Whole Year ,3,,0,2,0,0.460766745852187,0.310198124042879
Potato,Whole Year ,3,,2,0,0,0.4966309190548014,0.21669697549770292
Rice,Kharif     ,0,,0,1,2,0.44957287405731516,0.10791698570699336
Sugarcane,Whole Year ,3,,2,1,0,0.47163367697335334,0.25018344818785093
Wheat,Rabi       ,0,,0,2,1,0.3498264326294619,0.4243683001531393
Cotton(lint),Kharif     ,1,,0,2,1,0.3278338235294117,0.2483138718734048
Groundnut,Kharif     ,3,,0,1,1,0.31710002161890394,0.14556533945890762
Groundnut,Summer     ,2,,1,1,1,0.42438900879839114,0.37968191679428276
Ragi,Kharif     ,2,,0,0,1,0.3929409039718451,0.1441392291985707
Rice,Kharif     ,0,,0,2,1,0.36999333509301147,0.442802450229709
Rice,Summer     ,0,,1,1,1,0.47349033760683756,0.09454600561510976
Sugarcane,Whole Year ,0,,2,0,2,0.4063555570638512,0.10265920112302196
Wheat,Rabi       ,3,,2,0,1,0.31256981121166405,0.3540087417049515
Banana,Whole Year ,0,,0,1,2,0.3244664029663147,0.3014659903011741
Groundnut,Kharif     ,2,,2,0,2,0.42724936902966315,0.16954919601837673
Potato,Whole Year ,3,,2,2,2,0.4543790487682251,0.2977986217457887
Rice,Kharif     ,0,,2,2,2,0.4174218376068375,0.07524406584992344
Sugarcane,Whole Year ,2,,1,1,2,0.518870443438914,0.1016271056661562
Wheat,Rabi       ,2,,0,1,1,0.499120701357466,0.23891813425216946
Cotton(lint),Kharif     ,1,,1,2,0,0.40907761437908496,0.43735802705461974
Onion,Rabi       ,3,,1,0,0,0.31257561639014575,0.35841309341500766
Potato,Kharif     ,3,,2,1,0,0.27702457164404215,0.27307299642674837
Potato,Rabi       ,3,,1,2,0,0.3466026837606837,0.37547058448187853
Rice,Autumn     ,0,,2,1,0,0.4326204208144796,0.12303471158754467
Rice,Kharif     ,0,,1,0,1,0.513573183509301,0.40598041092394077
Rice,Rabi       ,0,,0,0,0,0.40729867018602306,0.32570667432363454
Sugarcane,Whole Year ,3,,0,2,2,0.46395596732026134,0.3973280372639102
Cotton(lint),Kharif     ,1,,1,2,1,0.3573171830065358,0.1319343415007657
Groundnut,Kharif     ,0,,2,1,2,0.4227829909502262,0.46563297600816744
Potato,Rabi       ,0,,0,2,2,0.43791026872800387,0.09213884635017866
Ragi,Kharif     ,0,,2,0,0,0.22652632403217693,0.4614519525267994
Rice,Kharif     ,0,,1,2,0,0.34463759653091997,0.1192572741194487
Rice,Rabi       ,0,,1,2,0,0.44743844017094014,0.33955621490556404
Sugarcane,Kharif     ,3,,1,2,1,0.3965159630467572,0.10811638591117917
Wheat,Rabi       ,2,,2,1,2,0.28558207290095516,0.30145322868810615
Cotton(lint),Kharif     ,1,,1,2,2,0.19254984590246355,0.12552960694231752
Groundnut,Kharif     ,3,,1,2,2,0.34823171845148315,0.3830430066360388
Rice,Kharif     ,0,,1,0,2,0.37041837405731515,0.14441998468606432
Sugarcane,Whole Year ,0,,2,0,2,0.30915613750628457,0.11850912455334356
Wheat,Rabi       ,0,,2,2,0,0.3866077126696833,0.22965639356814702
Banana,Kharif     ,3,,1,0,0,0.41400603921568624,0.1898497320061256
Cotton(lint),Kharif     ,1,,2,1,1,0.4263967197083961,0.37536530117406836
Groundnut,Kharif     ,3,,2,0,0,0.19814588310708892,0.23133454568657477
Groundnut,Rabi       ,2,,1,2,2,0.27670047033685263,0.12938201888718734
Onion,Kharif     ,2,,2,1,1,0.35284394293614885,0.26967681214905564
Onion,Rabi       ,3,,2,0,2,0.418967304927099,0.3322725242470648
Potato,Kharif     ,3,,2,2,1,0.4127124695827048,0.41665071465033177
Potato,Rabi       ,0,,2,2,2,0.4114029622926093,0.3148736600306279
Ragi,Kharif     ,0,,1,2,2,0.3469016131221718,0.3638303981623277
Ragi,Rabi       ,0,,1,2,1,0.35110858949220713,0.2279000765696784
Rice,Kharif     ,0,,0,0,2,0.3208902008547009,0.2914241960183767
Rice,Rabi       ,0,,0,2,0,0.43375018552036193,0.08459035222052068
Sugarcane,Kharif     ,2,,0,2,2,0.3063985329311212,0.391267866258295
Wheat,Rabi       ,0,,0,2,0,0.4399223024132729,0.2975848647269015
Cotton(lint),Kharif     ,1,,1,1,0,0.3914921998491704,0.2316264675855028
Groundnut,Kharif     ,3,,1,2,0,0.37241997385620906,0.4432475114854517
Groundnut,Rabi       ,3,,0,0,2,0.3262913222724987,0.071697932618683
Rice,Autumn     ,0,,1,2,2,0.27358910055304164,0.13210502807554875
Rice,Kharif     ,0,,2,2,0,0.3269744024635495,0.31173749361919345
Rice,Summer     ,0,,2,1,0,0.35092959753645037,0.2477715033180194
Rice,Winter     ,0,,1,2,2,0.19715754323780793,0.40474093925472177
Sugarcane,Whole Year ,2,,2,1,1,0.360933497486174,0.4246713884635018
Wheat,Rabi       ,3,,0,2,1,0.4455272021116138,0.41964171771311887
Banana,Summer     ,0,,2,0,0,0.41859360784313715,0.4044171133231241
Cotton(lint),Kharif     ,1,,2,1,0,0.33839573579688287,0.13184181980602347
Groundnut,Kharif     ,2,,2,1,1,0.37935668426344893,0.09369895354772842
Onion,Rabi       ,0,,1,1,0,0.33387396405228753,0.3249154543134252
Onion,Summer     ,2,,1,1,0,0.38703575163398685,0.11322103113833587
Potato,Rabi       ,0,,1,2,1,0.491963888134741,0.15962066105155692
Rice,Kharif     ,0,,0,1,1,0.4488561189039718,0.24735356049004592
Rice,Summer     ,0,,0,2,1,0.41509258220211154,0.23139356814701376
Sugarcane,Kharif     ,0,,1,1,1,0.33864618552036185,0.25413157223072996
Wheat,Rabi       ,3,,2,2,2,0.4323734333836098,0.23507529351710058
Groundnut,Kharif     ,0,,2,2,2,0.2486015372046254,0.42598104900459416
Onion,Whole Year ,0,,1,0,1,0.3567858107088989,0.18953388208269525
Potato,Kharif     ,0,,1,1,2,0.4198374625439919,0.3070284583971414
Potato,Rabi       ,3,,1,1,0,0.43165569733534437,0.1286785349668198
Ragi,Kharif     ,2,,0,0,1,0.4263361857717445,0.25913412455334356
